index,NA,NS,LS,MS,S,HS,name,NA_change,NA_change_%,NS_change,NS_change_%,LS_change,LS_change_%,MS_change,MS_change_%,S_change,S_change_%,HS_change,HS_change_%,weight
0.05,4935.6252,2087.3601,6.543,349.7859,2092.0905,256.3029,river,0.0,0.0,0.0,0.0,0.2997000000000005,4.800345970880793,21.138300000000015,6.43190456890603,17.794799999999668,0.857871903219954,-39.2328,-13.27514746949353,0.209
0.06,4935.6252,2087.3601,6.5754,352.8558,2093.4036,251.8875,river,0.0,0.0,0.0,0.0,0.3321000000000005,5.319302292057094,24.208199999999977,7.366005411267258,19.107899999999972,0.9211753174824578,-43.64820000000003,-14.769180170111436,0.209
0.07,4935.6252,2087.3601,6.5979,353.7585,2096.3016,248.0643,river,0.0,0.0,0.0,0.0,0.35460000000000047,5.679688626207302,25.110900000000015,7.640676517948104,22.005899999999656,1.0608853887128848,-47.47140000000002,-16.062830987931413,0.209
0.08,4935.6252,2087.3601,6.633,360.0459,2091.7233,246.3201,river,0.0,0.0,0.0,0.0,0.3897000000000004,6.241891307481627,31.398300000000006,9.5537895301837,17.427599999999984,0.8401695091013293,-49.21560000000002,-16.653013493801264,0.209
0.09,4935.6252,2087.3601,6.7194,365.5053,2090.4183,242.0793,river,0.0,0.0,0.0,0.0,0.47610000000000063,7.625774830618434,36.857699999999966,11.214960949053017,16.122599999999693,0.7772565888267373,-53.45640000000003,-18.08796703748482,0.209
0.1,4935.6252,2087.3601,6.7212,370.9431,2089.4004,237.6576,river,0.0,0.0,0.0,0.0,0.4779,7.6546057373504395,42.295500000000004,12.869559978530196,15.104699999999866,0.7281845110125749,-57.87810000000002,-19.584131460260135,0.209
0.11,4935.6252,2087.3601,6.7725,375.9669,2086.0686,235.9143,river,0.0,0.0,0.0,0.0,0.5292000000000003,8.476286579212921,47.3193,14.398188211324225,11.772899999999936,0.5675613173184486,-59.62140000000002,-20.174009434393213,0.209
0.12,4935.6252,2087.3601,6.7725,377.4861,2086.0974,234.3663,river,0.0,0.0,0.0,0.0,0.5292000000000003,8.476286579212921,48.83850000000001,14.86044626523973,11.801699999999983,0.5689497403865795,-61.169400000000024,-20.697804021646125,0.209
0.13,4935.6252,2087.3601,9.0702,381.7611,2084.4585,229.4325,river,0.0,0.0,0.0,0.0,2.8269,45.27893902263227,53.11349999999999,16.16123166577209,10.162800000000061,0.4899397901658891,-66.10320000000002,-22.367247002646383,0.209
0.14,4935.6252,2087.3601,9.1188,385.0029,2091.51,219.0906,river,0.0,0.0,0.0,0.0,2.8755000000000006,46.05737350439673,56.3553,17.14763777371263,17.214300000000094,0.8298865007530071,-76.44510000000002,-25.866621189927315,0.209
0.15,4935.6252,2087.3601,9.1521,386.0775,2091.7431,217.7496,river,0.0,0.0,0.0,0.0,2.908800000000001,46.590745278939046,57.429899999999975,17.47461414597276,17.447400000000016,0.8411240499606694,-77.78610000000003,-26.320373477721994,0.209
0.16,4935.6252,2087.3601,9.18,393.6249,2085.5529,216.3645,river,0.0,0.0,0.0,0.0,2.9367,47.03762433328529,64.97730000000001,19.77111653941791,11.257200000000012,0.5426998667547742,-79.17120000000003,-26.789047820618634,0.209
0.17,4935.6252,2087.3601,9.2322,396.7677,2087.4132,211.3092,river,0.0,0.0,0.0,0.0,2.988900000000001,47.87372062851379,68.12009999999998,20.727399195977693,13.117499999999836,0.6323833193116987,-84.22650000000002,-28.499602586083512,0.209
0.18,4935.6252,2087.3601,9.2817,399.699,2091.0798,204.6618,river,0.0,0.0,0.0,0.0,3.038400000000001,48.66657056364424,71.0514,21.619327206405888,16.784099999999853,0.8091469311728242,-90.87390000000002,-30.74887399390328,0.209
0.19,4935.6252,2087.3601,9.3582,405.738,2085.7986,203.8275,river,0.0,0.0,0.0,0.0,3.1149000000000004,49.89188409975495,77.09039999999999,23.4568577406316,11.502899999999954,0.5545448510547437,-91.70820000000003,-31.03117491389366,0.209
0.2,4935.6252,2087.3601,9.3915,409.1463,2084.6358,201.5487,river,0.0,0.0,0.0,0.0,3.148200000000001,50.42525587429727,80.49869999999999,24.493926016803403,10.340099999999893,0.49848726967904783,-93.98700000000002,-31.802249271407824,0.209
-0.2,4935.6252,2087.3601,4.5333,330.0084,2135.3886,234.792,flood_hazard,0.0,0.0,0.0,0.0,-1.71,-27.389361395415886,1.3607999999999834,0.41406053170629675,61.0929000000001,2.945235821488715,-60.74370000000002,-20.55376051015157,0.215
-0.19,4935.6252,2087.3601,4.5459,329.742,2135.4777,234.9567,flood_hazard,0.0,0.0,0.0,0.0,-1.6974,-27.187545048291774,1.0944000000000074,0.3330010625362873,61.18199999999979,2.949531255355723,-60.57900000000001,-20.49803120232175,0.215
-0.18,4935.6252,2087.3601,4.5459,330.7491,2130.7212,238.7061,flood_hazard,0.0,0.0,0.0,0.0,-1.6974,-27.187545048291774,2.1014999999999873,0.6394387179459053,56.42549999999983,2.7202245080101077,-56.82960000000003,-19.229351986917326,0.215
